library,title,year,plex_rating,imdb_rating,imdb_votes,rt_score,metacritic_score,decision,reason,misidentified_hint,file,file_size,rating_key,guid,imdb_id,poster_url,trailer_url,thumb,omdb_json,wikidata_id,wikipedia_title
Cortos animación,Cómo entrenar a tu dragón: La leyenda del Robahuesos,2010,,6.9,4501,,,MAYBE,score_bayes=7.03 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Cómo entrenar a tu dragón: La leyenda del Robahuesos' vs OMDb='Legend of the Boneknapper Dragon' (sim=0.31),/mnt/Infantil_01/04.Cortos de animacion/HD/Dreamworks/Como Entrenar A Tu Dragon La Leyenda Del Robahuesos (2010).mkv,1252054739,26915,plex://movie/5d7768859ab54400214e71c0,tt1744776,https://m.media-amazon.com/images/M/MV5BZWVhODJhYjMtMjMwZC00YzIyLTllZmItYjU2NTczZTNjMWVjXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/26915/thumb/1763607831,"{""Title"": ""Legend of the Boneknapper Dragon"", ""Year"": ""2010"", ""Rated"": ""TV-PG"", ""Released"": ""09 Feb 2013"", ""Runtime"": ""17 min"", ""Genre"": ""Animation, Short, Adventure"", ""Director"": ""John Puglisi"", ""Writer"": ""Peter Steinfeld, Cressida Cowell, Jeff Snow"", ""Actors"": ""Jay Baruchel, Gerard Butler, Craig Ferguson"", ""Plot"": ""Hiccup and the Viking gang join forces to fight Gobber's arch-enemy, the legendary dragon Boneknapper."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZWVhODJhYjMtMjMwZC00YzIyLTllZmItYjU2NTczZTNjMWVjXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.9"", ""imdbVotes"": ""4,501"", ""imdbID"": ""tt1744776"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Animación 2D,Tod y Toby 2,2006,2.0,5.3,4449,20,,MAYBE,score_bayes=6.27 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Tod y Toby 2' vs OMDb='The Fox and the Hound 2' (sim=0.46) | RT muy bajo (20% ≤ 20%) para una peli aparentemente conocida (4449 votos IMDb).,/mnt/Infantil_01/03. Peliculas animación/01. Dibujos clasicos/01. Disney/Tod y Toby 2 (2006).mkv,1166545264,28725,plex://movie/5d77683354f42c001f8c4219,tt0465997,https://m.media-amazon.com/images/M/MV5BNzhmNTM4YmQtMTM4Yi00OTIyLWJjN2ItZGE0NmUwODZmOWFlXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,N/A,/library/metadata/28725/thumb/1764471494,"{""Title"": ""The Fox and the Hound 2"", ""Year"": ""2006"", ""Rated"": ""G"", ""Released"": ""11 Dec 2006"", ""Runtime"": ""69 min"", ""Genre"": ""Animation, Adventure, Comedy, Family, Musical"", ""Director"": ""Jim Kammerud"", ""Writer"": ""Rich Burns (screenplay by), Roger S.H. Schulman (screenplay by)"", ""Actors"": ""Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn"", ""Plot"": ""Tod and Copper still go together like an itch and a scratch, but when Copper gets a shot at the big time with a nutty group of hound dog howlers, their purebred friendship is put to the test."", ""Language"": ""English"", ""Country"": ""USA"", ""Awards"": ""1 win."", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNzhmNTM4YmQtMTM4Yi00OTIyLWJjN2ItZGE0NmUwODZmOWFlXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""20%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""5.3"", ""imdbVotes"": ""4,449"", ""imdbID"": ""tt0465997"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Anime,Neo-Tokyo (Laberinto de historias),1986,,7.0,4442,,,MAYBE,score_bayes=7.04 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/03. Peliculas animación infantil/03. Anime/HD/Neo Tokyo - Laberinto de Historias (1987).mkv,1323249941,15463,plex://movie/5d77686b23d5a3001f4ebc85,tt0185481,https://m.media-amazon.com/images/M/MV5BYTAyN2RkYmQtNGRjOS00MTU2LWJhNjctM2Q3OWExYTI5MDZjXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/15463/thumb/1763348513,"{""Title"": ""Neo Tokyo"", ""Year"": ""1987"", ""Rated"": ""N/A"", ""Released"": ""20 Nov 1992"", ""Runtime"": ""50 min"", ""Genre"": ""Animation, Adventure, Fantasy"", ""Director"": ""Yoshiaki Kawajiri, Rintarô, Katsuhiro Ôtomo"", ""Writer"": ""Taku Mayumura, Rintarô, Yoshiaki Kawajiri"", ""Actors"": ""Hideko Yoshida, Masane Tsukayama, Yû Mizushima"", ""Plot"": ""A trilogy of separate stories. In \""Labyrinth labyrinthos\"", a girl and her cat enter a strange world. In \""Running Man\"", a racer takes on the ultimate opponent. In \""Construction Cancellation Order\"", a man must shut down worker robots."", ""Language"": ""Japanese"", ""Country"": ""Japan"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYTAyN2RkYmQtNGRjOS00MTU2LWJhNjctM2Q3OWExYTI5MDZjXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.0/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.0"", ""imdbVotes"": ""4,442"", ""imdbID"": ""tt0185481"", ""Type"": ""movie"", ""DVD"": ""14 Sep 2004"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas Infantiles,La torre del terror,1997,,6.2,4429,,,MAYBE,score_bayes=6.49 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/05.Peliculas Infantiles/01. Disney/04. Terror/Paranormal/La Torre Del Terror (1997).mkv,1584415906,27803,plex://movie/66904a54727eb275396dc827,tt0131620,https://m.media-amazon.com/images/M/MV5BMGVhZjhiOTEtZTMxNS00OWVmLTg5Y2YtZGEzYjIzMmQyNGNlXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/27803/thumb/1764900604,"{""Title"": ""Tower of Terror"", ""Year"": ""1997"", ""Rated"": ""Unrated"", ""Released"": ""26 Oct 1997"", ""Runtime"": ""89 min"", ""Genre"": ""Comedy, Family, Horror"", ""Director"": ""D.J. MacHale"", ""Writer"": ""D.J. MacHale"", ""Actors"": ""Steve Guttenberg, Nia Peeples, Michael McShane"", ""Plot"": ""A disgraced reporter investigates an abandoned luxury hotel where five people mysteriously disappeared sixty years earlier."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 nomination total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMGVhZjhiOTEtZTMxNS00OWVmLTg5Y2YtZGEzYjIzMmQyNGNlXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.2/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.2"", ""imdbVotes"": ""4,429"", ""imdbID"": ""tt0131620"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,El milagro de P. Tinto,1998,,7.1,4386,,,MAYBE,score_bayes=7.11 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/00.Movies/03. Comedia/El milagro de P. Tinto (1998).mkv,5344387004,28612,plex://movie/5d77685b5af944001f2006d5,tt0151572,https://m.media-amazon.com/images/M/MV5BMTg1MjA0MDk5NV5BMl5BanBnXkFtZTcwMDcyOTI0MQ@@._V1_SX300.jpg,N/A,/library/metadata/28612/thumb/1761527799,"{""Title"": ""The Miracle of P. Tinto"", ""Year"": ""1998"", ""Rated"": ""N/A"", ""Released"": ""18 Dec 1998"", ""Runtime"": ""106 min"", ""Genre"": ""Comedy, Fantasy"", ""Director"": ""Javier Fesser"", ""Writer"": ""Guillermo Fesser, Javier Fesser"", ""Actors"": ""Luis Ciges, Janusz Ziemniak, Pablo Pinedo"", ""Plot"": ""Two extraterrestrial dwarves reside with an Earth couple who want to have a baby."", ""Language"": ""Spanish, English"", ""Country"": ""Spain"", ""Awards"": ""5 wins & 2 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTg1MjA0MDk5NV5BMl5BanBnXkFtZTcwMDcyOTI0MQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.1/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.1"", ""imdbVotes"": ""4,386"", ""imdbID"": ""tt0151572"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas Infantiles,En busca de Marsupilami,2012,,5.5,4372,,,MAYBE,score_bayes=6.64 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='En busca de Marsupilami' vs OMDb='HOUBA! On the Trail of the Marsupilami' (sim=0.57),/mnt/Infantil_01/05.Peliculas Infantiles/02. Otras productoras/12. Animales/SD/En Busca De Un Marsupilami.avi,1563883521,28114,plex://movie/5d9f38dbe4fc29001eb698d1,tt1723642,https://m.media-amazon.com/images/M/MV5BNWM1ODc0MWUtMTk4ZC00ZWU4LWI4ZGMtYzE2NmY4MzBhODczXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/28114/thumb/1760339091,"{""Title"": ""HOUBA! On the Trail of the Marsupilami"", ""Year"": ""2012"", ""Rated"": ""PG-13"", ""Released"": ""04 Apr 2012"", ""Runtime"": ""105 min"", ""Genre"": ""Adventure, Comedy, Family"", ""Director"": ""Alain Chabat"", ""Writer"": ""Alain Chabat, Jeremy Doner, André Franquin"", ""Actors"": ""Jamel Debbouze, Alain Chabat, Fred Testot"", ""Plot"": ""Marsupilami is a mysterious alien mythical creature with kind heart &amp; miraculous capacities which comes to knowledge of a reporter by coincidence."", ""Language"": ""French"", ""Country"": ""France, Belgium, Mexico"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNWM1ODc0MWUtMTk4ZC00ZWU4LWI4ZGMtYzE2NmY4MzBhODczXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.5/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""5.5"", ""imdbVotes"": ""4,372"", ""imdbID"": ""tt1723642"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Cortos animación,Arthur Christmas: Patrulla de aterrizaje,2009,,7.5,4261,,,MAYBE,score_bayes=7.31 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Arthur Christmas: Patrulla de aterrizaje' vs OMDb='Prep & Landing' (sim=0.24),/mnt/Infantil_01/04.Cortos de animacion/HD/Disney/Patrulla De Aterrizaje (2009).mkv,288043091,26913,plex://movie/5d776852880197001ec987d6,tt1474311,https://m.media-amazon.com/images/M/MV5BNzE4NGI0NWMtNDA5NC00ZWIxLWI5MGYtNWNjOTZkMjljNWMwXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/26913/thumb/1763607829,"{""Title"": ""Prep & Landing"", ""Year"": ""2009"", ""Rated"": ""TV-G"", ""Released"": ""08 Dec 2009"", ""Runtime"": ""22 min"", ""Genre"": ""Animation, Short, Adventure"", ""Director"": ""Kevin Deters, Stevie Wermers"", ""Writer"": ""Stevie Wermers, Kevin Deters, Chris Williams"", ""Actors"": ""Dave Foley, Sarah Chalke, Mason Cotton"", ""Plot"": ""Wayne gets a new rookie partner, Lanny, after his previous partner got the promotion he wanted. Lanny has to remind Wayne of the Spirit of Christmas and the importance of being an elf in Santa's Prep and Landing elite unit."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Won 4 Primetime Emmys. 8 wins & 8 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNzE4NGI0NWMtNDA5NC00ZWIxLWI5MGYtNWNjOTZkMjljNWMwXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.5/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.5"", ""imdbVotes"": ""4,261"", ""imdbID"": ""tt1474311"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Animación 3D,Atrapa la bandera,2015,4.6,5.8,4246,46,,MAYBE,score_bayes=6.74 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Atrapa la bandera' vs OMDb='Capture the Flag' (sim=0.30),/mnt/Infantil_01/03. Peliculas animación/02. Animacion 3D/Otros/Atrapa La Bandera (2015).mkv,2614162529,21716,plex://movie/5d776b3aad5437001f798439,tt3896100,https://m.media-amazon.com/images/M/MV5BNjVhOTNkOWMtNDMwYi00MGI4LWI4NTEtYTA5ODFkZDQwYzdjXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/21716/thumb/1762652305,"{""Title"": ""Capture the Flag"", ""Year"": ""2015"", ""Rated"": ""PG"", ""Released"": ""28 Aug 2015"", ""Runtime"": ""94 min"", ""Genre"": ""Animation, Adventure, Comedy"", ""Director"": ""Enrique Gato"", ""Writer"": ""Jordi Gasull, Javier López Barreira, Neil Landau"", ""Actors"": ""Dani Rovira, Michelle Jenner, Carme Calvell"", ""Plot"": ""A young surfer rallies his friends to stop a billionaire from rewriting history as a way to hoard Helium 3, the clean energy of the future."", ""Language"": ""Spanish, Catalan, English"", ""Country"": ""Spain, United States"", ""Awards"": ""4 wins & 2 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNjVhOTNkOWMtNDMwYi00MGI4LWI4NTEtYTA5ODFkZDQwYzdjXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""46%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""5.8"", ""imdbVotes"": ""4,246"", ""imdbID"": ""tt3896100"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$6,690"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas Infantiles,El principito,1974,,6.4,4214,,,MAYBE,score_bayes=6.48 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='El principito' vs OMDb='The Little Prince' (sim=0.53),/mnt/Infantil_01/05.Peliculas Infantiles/02. Otras productoras/02. Drama/El Principito (1974).mkv,3058192396,29206,plex://movie/5d9f357206d220001feb5797,tt0071762,https://m.media-amazon.com/images/M/MV5BNmViZDIyMmEtNWQwZS00OTg1LTlkYWYtODNhYmFmYjcxZDU3XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/29206/thumb/1762109942,"{""Title"": ""The Little Prince"", ""Year"": ""1974"", ""Rated"": ""G"", ""Released"": ""07 Nov 1974"", ""Runtime"": ""88 min"", ""Genre"": ""Family, Fantasy, Musical"", ""Director"": ""Stanley Donen"", ""Writer"": ""Antoine de Saint-Exupéry, Alan Jay Lerner"", ""Actors"": ""Richard Kiley, Steven Warner, Joss Ackland"", ""Plot"": ""A pilot, stranded in the desert, meets a little boy who is a prince on a planet."", ""Language"": ""English"", ""Country"": ""United Kingdom, United States"", ""Awards"": ""Nominated for 2 Oscars. 1 win & 5 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNmViZDIyMmEtNWQwZS00OTg1LTlkYWYtODNhYmFmYjcxZDU3XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""4,214"", ""imdbID"": ""tt0071762"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$991,674"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Cortos animación,El gato con botas: Los tres diablos,2012,,6.9,3893,,,MAYBE,score_bayes=7.07 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='El gato con botas: Los tres diablos' vs OMDb='Puss in Boots: The Three Diablos' (sim=0.58),/mnt/Infantil_01/04.Cortos de animacion/HD/Dreamworks/El Gato Con Botas Los Tres Diablos (2012).mkv,510458487,26916,plex://movie/5d9f35ccdfd12800208a21e8,tt2268617,https://m.media-amazon.com/images/M/MV5BNjc1MDRhY2UtZjVkMC00MThiLThjYjAtMGQ5ZGRhNThjYWMyXkEyXkFqcGdeQXVyMjEzMDMwMTI@._V1_SX300.jpg,N/A,/library/metadata/26916/thumb/1763607845,"{""Title"": ""Puss in Boots: The Three Diablos"", ""Year"": ""2012"", ""Rated"": ""TV-PG"", ""Released"": ""24 Feb 2012"", ""Runtime"": ""13 min"", ""Genre"": ""Animation, Short, Adventure, Comedy, Family"", ""Director"": ""Raman Hui"", ""Writer"": ""Tom Wheeler (screenplay)"", ""Actors"": ""Antonio Banderas, Gilles Marini, Charlotte Newhouse, Chris Miller"", ""Plot"": ""Puss in Boots returns with the help of three kittens to rescue a precious ruby from the evil Whisperer."", ""Language"": ""English"", ""Country"": ""USA"", ""Awards"": ""1 nomination."", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNjc1MDRhY2UtZjVkMC00MThiLThjYjAtMGQ5ZGRhNThjYWMyXkEyXkFqcGdeQXVyMjEzMDMwMTI@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.9"", ""imdbVotes"": ""3,893"", ""imdbID"": ""tt2268617"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Cortos animación,Ice Age : Bellotas,2002,,7.4,3772,,,MAYBE,score_bayes=7.25 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Ice Age : Bellotas' vs OMDb='Gone Nutty' (sim=0.23),/mnt/Infantil_01/04.Cortos de animacion/SD/Dreamworks/Ice Age Bonus Scrat New Adventure.avi,74199040,26932,plex://movie/5d7768418a7581001f12f09e,tt0342965,https://m.media-amazon.com/images/M/MV5BNjQxNjc1OTEtNjI3YS00MTJiLWIxMzQtYjA2ZDEwYWFhMzU2XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,N/A,/library/metadata/26932/thumb/1763172546,"{""Title"": ""Gone Nutty"", ""Year"": ""2002"", ""Rated"": ""N/A"", ""Released"": ""28 Nov 2002"", ""Runtime"": ""5 min"", ""Genre"": ""Animation, Short, Adventure, Comedy, Family"", ""Director"": ""Carlos Saldanha"", ""Writer"": ""William H. Frake III (story), Dan Shefelman (story), Moroni (story)"", ""Actors"": ""Chris Wedge"", ""Plot"": ""Only one sweet and shiny little acorn separates Scrat, the tireless prehistoric sabre-toothed squirrel, from the perfect stash of provisions. However, when enough is enough?"", ""Language"": ""None"", ""Country"": ""USA"", ""Awards"": ""Nominated for 1 Oscar. Another 1 nomination."", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNjQxNjc1OTEtNjI3YS00MTJiLWIxMzQtYjA2ZDEwYWFhMzU2XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.4"", ""imdbVotes"": ""3,772"", ""imdbID"": ""tt0342965"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Cortos animación,The Lost Thing,2010,,7.3,3754,,,MAYBE,score_bayes=7.21 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/The Lost Thing.avi,202620928,26965,plex://movie/5d77689d47dd6e001f6bc493,tt1669698,https://m.media-amazon.com/images/M/MV5BNTkzNTVkYWMtNzhlYi00YzUxLWFkYmItMTgyZmFjY2E3ZTU0XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/26965/thumb/1763172718,"{""Title"": ""The Lost Thing"", ""Year"": ""2010"", ""Rated"": ""Not Rated"", ""Released"": ""11 Feb 2011"", ""Runtime"": ""15 min"", ""Genre"": ""Animation, Short, Drama"", ""Director"": ""Andrew Ruhemann, Shaun Tan"", ""Writer"": ""Shaun Tan"", ""Actors"": ""Tim Minchin"", ""Plot"": ""A boy finds a strange creature on a beach, and decides to find a home for it in a world where everyone believes there are far more important things to pay attention to."", ""Language"": ""English"", ""Country"": ""Australia, United Kingdom"", ""Awards"": ""Won 1 Oscar. 9 wins & 2 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNTkzNTVkYWMtNzhlYi00YzUxLWFkYmItMTgyZmFjY2E3ZTU0XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.3"", ""imdbVotes"": ""3,754"", ""imdbID"": ""tt1669698"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Cortos animación,Octópodo,2007,,7.2,3584,,,MAYBE,score_bayes=7.16 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/04.Cortos de animacion/SD/Otros/Oktapodi.avi,36961642,26958,plex://movie/5d7768821999bc0020dc7482,tt1323941,https://m.media-amazon.com/images/M/MV5BZjNiZmY4ZjYtYzk1MS00NDE4LTkzZmItYmJjNGQ4ZTRmZWUzXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/26958/thumb/1763172696,"{""Title"": ""Oktapodi"", ""Year"": ""2007"", ""Rated"": ""TV-G"", ""Released"": ""07 Oct 2015"", ""Runtime"": ""3 min"", ""Genre"": ""Animation, Short, Comedy"", ""Director"": ""Julien Bocabeille, François-Xavier Chanioux, Olivier Delabarre"", ""Writer"": ""Julien Bocabeille, François-Xavier Chanioux, Olivier Delabarre"", ""Actors"": ""N/A"", ""Plot"": ""Two Octopi fight for their lives with a stubborn restaurant cook in a comical escape through the streets of a small Greek village."", ""Language"": ""None"", ""Country"": ""France"", ""Awards"": ""Nominated for 1 Oscar. 6 wins & 2 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjNiZmY4ZjYtYzk1MS00NDE4LTkzZmItYmJjNGQ4ZTRmZWUzXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.2"", ""imdbVotes"": ""3,584"", ""imdbID"": ""tt1323941"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas Infantiles,Vicky el vikingo,2009,,5.6,3553,,,MAYBE,score_bayes=6.50 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Vicky el vikingo' vs OMDb='Wickie und die starken Männer' (sim=0.36),/mnt/Infantil_01/05.Peliculas Infantiles/02. Otras productoras/01. Accion/Vicky El Vikingo (2009).mkv,5581655937,27999,plex://movie/5d7768498718ba001e3181ed,tt1167599,https://m.media-amazon.com/images/M/MV5BMTUwODkzNjQ3NV5BMl5BanBnXkFtZTcwNTAxMTY5Mg@@._V1_SX300.jpg,N/A,/library/metadata/27999/thumb/1764900752,"{""Title"": ""Wickie und die starken Männer"", ""Year"": ""2009"", ""Rated"": ""N/A"", ""Released"": ""09 Sep 2009"", ""Runtime"": ""85 min"", ""Genre"": ""Action, Adventure, Comedy"", ""Director"": ""Michael Herbig"", ""Writer"": ""Michael Herbig, Runer Jonsson, Alfons Biedermann"", ""Actors"": ""Jonas Hämmerle, Waldemar Kobus, Günther Kaufmann"", ""Plot"": ""The story of a young Viking boy who accompanies his father, the chief of their village, and his men on their adventures--and often is the person who uses his wit and instincts to help the men in their times of need."", ""Language"": ""German, Cantonese"", ""Country"": ""Germany"", ""Awards"": ""7 wins & 6 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTUwODkzNjQ3NV5BMl5BanBnXkFtZTcwNTAxMTY5Mg@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.6/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""5.6"", ""imdbVotes"": ""3,553"", ""imdbID"": ""tt1167599"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
